b_kpc,b_low_kpc,b_high_kpc,DM_excess_pc_cm3,DM_err_pc_cm3,N_pairs,N_unique_frb
21.134514854202877,0.0,37.5,-2.3848620384860695,5.079782052749449,4,3
62.86625073979073,37.5,75.0,0.023618043475710948,36.70531986588463,4,4
91.64568811118356,75.0,112.5,122.81117195392461,71.80749813027903,9,8
130.47731802874185,112.5,150.0,133.31132207132342,55.41455722694861,6,5
169.39466928394543,150.0,187.5,61.03174447835079,23.09823479349591,14,10
204.85696085563708,187.5,225.0,24.44489545690716,19.095836926334247,10,6
241.55829208318568,225.0,262.5,131.40369313782747,89.72472182631427,13,9
282.0160968757195,262.5,300.0,98.25981494524922,39.50620646439173,12,11
