frb_name,b_kpc,z_gal,logmass,dm_cos_delta
FRB20220418A,854.1954407180176,0.274041,10.188268386588632,-101.13700145683444
FRB20220418A,1901.835276973421,0.3889,10.698457443415501,-101.13700145683444
FRB20220418A,1614.527841220511,0.253478,10.361410446427673,-101.13700145683444
FRB20220418A,1072.2850864970428,0.462962,10.38182592107159,-101.13700145683444
FRB20220418A,1658.1949201599166,0.433052,10.247270339130768,-101.13700145683444
FRB20220418A,1506.4989582559654,0.438488,10.963426147559833,-101.13700145683444
FRB20220418A,1078.9386567089691,0.332306,11.11622068305166,-101.13700145683444
FRB20220418A,1367.862838222713,0.375591,10.259517700271534,-101.13700145683444
FRB20220418A,1545.3867924997405,0.452465,10.980838201392238,-101.13700145683444
FRB20220418A,760.6969879169066,0.225846,10.528149457905329,-101.13700145683444
FRB20220418A,452.76247398586503,0.215429,10.617233790554213,-101.13700145683444
FRB20220418A,611.328627445423,0.229376,10.667715296936013,-101.13700145683444
FRB20220418A,916.4882426393347,0.404328,11.157886911610698,-101.13700145683444
FRB20220418A,1045.9630626034743,0.464133,11.395431264027165,-101.13700145683444
FRB20220418A,516.0544684691364,0.251273,11.215334705403809,-101.13700145683444
FRB20220418A,545.9906413025071,0.272271,11.02427838087882,-101.13700145683444
FRB20220418A,471.4819477189189,0.269724,10.90557196637033,-101.13700145683444
FRB20220418A,509.75525417574653,0.423996,10.24417995662046,-101.13700145683444
FRB20220418A,613.7680753214414,0.327974,10.519010509874262,-101.13700145683444
FRB20220418A,1393.6441042780914,0.467733,11.398062247509749,-101.13700145683444
FRB20220418A,1728.938550386397,0.467746,10.507862752459344,-101.13700145683444
FRB20220418A,822.3402562214033,0.420967,10.501546476148508,-101.13700145683444
FRB20220418A,956.0527141952774,0.441909,10.029675386356988,-101.13700145683444
FRB20220418A,688.2860104855895,0.273807,10.1696197584284,-101.13700145683444
FRB20220418A,1029.4045068887206,0.47234,10.180502851084325,-101.13700145683444
FRB20220418A,690.1247236244982,0.201123,10.832449132925328,-101.13700145683444
FRB20220418A,1019.4225820411591,0.419798,11.08518926719715,-101.13700145683444
FRB20220418A,1186.6210921380798,0.422918,10.31358653368059,-101.13700145683444
FRB20220418A,1460.1518887034708,0.253241,10.378836128169903,-101.13700145683444
FRB20220418A,1878.2522781034188,0.417957,11.069215777053723,-101.13700145683444
FRB20220418A,357.9823254896445,0.359119,10.330204326821764,-101.13700145683444
FRB20220418A,240.24346104064043,0.168303,10.888779471375043,-101.13700145683444
FRB20220418A,86.43427836832315,0.432289,11.032500698779158,-101.13700145683444
FRB20220418A,517.6894574024113,0.28851,10.707531593512858,-101.13700145683444
FRB20220418A,70.70756119691204,0.233455,11.218189954984508,-101.13700145683444
FRB20220418A,452.85125814172073,0.337592,10.79445192447882,-101.13700145683444
FRB20220418A,1061.5356197957053,0.481405,10.30459800960853,-101.13700145683444
FRB20220418A,938.3840184484671,0.421967,10.904696682538082,-101.13700145683444
FRB20220418A,483.51328814352695,0.239614,11.518371424093344,-101.13700145683444
FRB20220418A,1686.8113709596007,0.457122,10.098249591077213,-101.13700145683444
FRB20220418A,927.5513845416133,0.451796,11.018028865105919,-101.13700145683444
FRB20220418A,1078.4372026713038,0.375177,11.190816740824937,-101.13700145683444
FRB20220418A,1110.3943720466823,0.470425,10.875267211690536,-101.13700145683444
FRB20220418A,1031.5553446625286,0.37584,10.196748462505472,-101.13700145683444
FRB20220418A,1098.867163251572,0.347351,10.645905505982562,-101.13700145683444
FRB20220418A,1378.8923501220947,0.471314,10.351317126021497,-101.13700145683444
FRB20220418A,1827.7682582674358,0.496149,11.116836888337492,-101.13700145683444
FRB20220418A,1953.432920545557,0.425109,11.284228203102737,-101.13700145683444
FRB20220418A,1871.4298978738238,0.39329,10.326670347743596,-101.13700145683444
FRB20220418A,1503.3476412671282,0.288955,10.472351223458993,-101.13700145683444
FRB20220418A,1557.3224311987367,0.264369,10.962710812604715,-101.13700145683444
FRB20220418A,1256.4919436878336,0.120674,10.793332520437506,-101.13700145683444
FRB20220418A,1991.834137712367,0.244811,10.037181738291189,-101.13700145683444
FRB20220418A,1016.6178777883084,0.082236,10.762124281328372,-101.13700145683444
FRB20220418A,1747.999106175995,0.153673,10.238398107695566,-101.13700145683444
FRB20220418A,1589.6880045301932,0.15414,10.892989690924573,-101.13700145683444
FRB20220418A,1269.7857636882493,0.114257,10.627042867207852,-101.13700145683444
FRB20220418A,1089.8217530918412,0.115926,10.082109848601764,-101.13700145683444
FRB20220418A,629.6443521184596,0.063192,10.042074327197913,-101.13700145683444
FRB20220418A,1782.1344305990713,0.21506,10.649407793221783,-101.13700145683444
FRB20220418A,1597.8630962627558,0.183025,10.486499100780168,-101.13700145683444
FRB20220418A,1754.0684257122941,0.138806,10.435572292778776,-101.13700145683444
FRB20220418A,1811.5665909774682,0.176496,10.02174588495876,-101.13700145683444
FRB20220418A,750.6738549823067,0.097549,10.94984960789516,-101.13700145683444
FRB20220418A,1826.0535585272237,0.182834,10.337740495573023,-101.13700145683444
FRB20220418A,1552.1583949523224,0.257583,11.590270730526193,-101.13700145683444
FRB20220418A,1685.743630102089,0.279245,10.860756491153452,-101.13700145683444
FRB20220418A,1295.691265274014,0.360785,11.224424474798074,-101.13700145683444
FRB20220418A,1463.557905823571,0.326357,10.672858081535677,-101.13700145683444
FRB20220418A,1975.506637178216,0.398241,10.679041280876485,-101.13700145683444
FRB20220418A,1566.9500721381262,0.24112,10.651038817048638,-101.13700145683444
FRB20220418A,1516.3900331373231,0.380536,10.975125200227987,-101.13700145683444
FRB20220418A,1324.0067479011834,0.265974,10.937513950624842,-101.13700145683444
FRB20220418A,1405.0381278452342,0.331517,10.100396965829109,-101.13700145683444
FRB20220418A,585.5738298729459,0.109287,10.727944880286145,-101.13700145683444
FRB20220418A,524.606376653344,0.123701,10.356534975147074,-101.13700145683444
FRB20220418A,803.9842804488428,0.299539,10.691768090134426,-101.13700145683444
FRB20220418A,566.2853015674826,0.488737,10.47700550543755,-101.13700145683444
FRB20220418A,470.6270651033565,0.234738,10.472008594770749,-101.13700145683444
FRB20220418A,585.8731677484257,0.285431,11.483582439340509,-101.13700145683444
FRB20220418A,1104.8259153406213,0.372241,11.131593573547264,-101.13700145683444
FRB20220418A,620.8863230837974,0.302736,10.578983899308486,-101.13700145683444
FRB20220418A,1098.225444641282,0.397525,11.015251220774188,-101.13700145683444
FRB20220418A,1190.853654023956,0.393324,10.824450849110773,-101.13700145683444
FRB20220418A,1440.2193333988948,0.413745,10.609115268651701,-101.13700145683444
FRB20220418A,1910.2405986634114,0.288853,10.768245622846226,-101.13700145683444
FRB20220418A,1681.6547886125081,0.254665,10.592350245171936,-101.13700145683444
FRB20220418A,1737.9528780681637,0.251597,10.975030758561353,-101.13700145683444
FRB20220418A,1073.8974282342579,0.180875,10.089186769016164,-101.13700145683444
FRB20220418A,1443.432974544545,0.247623,10.21577956288514,-101.13700145683444
FRB20220418A,1294.5253314517931,0.366742,10.355274424662102,-101.13700145683444
FRB20220418A,1200.2310266318123,0.208289,10.288338788851418,-101.13700145683444
FRB20220418A,1954.0389510969542,0.349841,10.429456181045826,-101.13700145683444
FRB20220418A,1670.3049350439558,0.268488,10.454102792598068,-101.13700145683444
FRB20220418A,426.56920211090414,0.428231,10.123725117565437,-101.13700145683444
FRB20220418A,548.3798525478179,0.40367,10.879886242545542,-101.13700145683444
FRB20220418A,1941.7787204765061,0.328193,10.529195536776658,-101.13700145683444
FRB20220418A,766.3796597622925,0.461881,10.167753384066978,-101.13700145683444
FRB20220418A,781.9464977834009,0.484565,10.851703480398294,-101.13700145683444
FRB20220418A,648.2601249489727,0.344361,11.410543828874626,-101.13700145683444
FRB20220418A,743.2116585526256,0.407298,11.181089444620168,-101.13700145683444
FRB20220418A,1031.5517998893934,0.441453,11.307809478840921,-101.13700145683444
FRB20220418A,923.2341931594882,0.383725,10.819905793372678,-101.13700145683444
FRB20220418A,981.9675984034693,0.395945,10.837331950973748,-101.13700145683444
